Day,Demand_MCM
350,0.16888221585673877
351,0.16888221585673877
352,0.16888221585673877
353,0.16888221585673877
354,0.16888221585673877
355,0.16888221585673877
356,0.16888221585673877
357,0.16888221585673877
358,0.16888221585673877
359,0.16888221585673877
360,0.16888221585673877
361,0.16888221585673877
362,0.16888221585673877
363,0.16888221585673877
364,0.16888221585673877
365,0.16888221585673877
